lat_grid,lon_grid,hour,crime_count
34.22,-118.42,15,6
34.22,-118.42,16,11
34.22,-118.42,17,4
34.22,-118.42,18,8
34.22,-118.42,19,4
34.22,-118.42,20,5
34.22,-118.42,21,2
34.22,-118.42,22,5
34.22,-118.42,23,12
34.22,-118.41,0,23
34.22,-118.41,1,13
34.22,-118.41,2,17
34.22,-118.41,3,10
34.22,-118.41,4,9
34.22,-118.41,5,6
34.22,-118.41,6,7
34.22,-118.41,7,18
34.22,-118.41,8,21
34.22,-118.41,9,19
34.22,-118.41,10,35
34.22,-118.41,11,36
34.22,-118.41,12,55
34.22,-118.41,13,32
34.22,-118.41,14,44
34.22,-118.41,15,37
34.22,-118.41,16,35
34.22,-118.41,17,38
34.22,-118.41,18,29
34.22,-118.41,19,23
34.22,-118.41,20,29
34.22,-118.41,21,26
34.22,-118.41,22,28
34.22,-118.41,23,27
34.22,-118.4,0,25
34.22,-118.4,1,20
34.22,-118.4,2,17
34.22,-118.4,3,23
34.22,-118.4,4,23
34.22,-118.4,5,14
34.22,-118.4,6,14
34.22,-118.4,7,19
34.22,-118.4,8,29
34.22,-118.4,9,36
34.22,-118.4,10,33
34.22,-118.4,11,24
34.22,-118.4,12,62
34.22,-118.4,13,41
34.22,-118.4,14,46
34.22,-118.4,15,44
34.22,-118.4,16,39
34.22,-118.4,17,56
34.22,-118.4,18,42
34.22,-118.4,19,40
34.22,-118.4,20,49
34.22,-118.4,21,28
34.22,-118.4,22,38
34.22,-118.4,23,18
34.22,-118.39,0,11
34.22,-118.39,1,14
34.22,-118.39,2,11
34.22,-118.39,3,17
34.22,-118.39,4,10
34.22,-118.39,5,10
34.22,-118.39,6,9
34.22,-118.39,7,7
34.22,-118.39,8,11
34.22,-118.39,9,11
34.22,-118.39,10,11
34.22,-118.39,11,10
34.22,-118.39,12,26
34.22,-118.39,13,13
34.22,-118.39,14,6
34.22,-118.39,15,16
34.22,-118.39,16,13
34.22,-118.39,17,19
34.22,-118.39,18,12
34.22,-118.39,19,12
34.22,-118.39,20,20
34.22,-118.39,21,10
34.22,-118.39,22,8
34.22,-118.39,23,10
34.22,-118.38,0,18
34.22,-118.38,1,9
34.22,-118.38,2,9
34.22,-118.38,3,12
34.22,-118.38,4,13
34.22,-118.38,5,6
34.22,-118.38,6,9
34.22,-118.38,7,17
34.22,-118.38,8,11
34.22,-118.38,9,9
34.22,-118.38,10,12
34.22,-118.38,11,14
34.22,-118.38,12,36
34.22,-118.38,13,17
34.22,-118.38,14,32
34.22,-118.38,15,21
34.22,-118.38,16,20
34.22,-118.38,17,28
34.22,-118.38,18,14
34.22,-118.38,19,12
34.22,-118.38,20,24
34.22,-118.38,21,19
34.22,-118.38,22,10
34.22,-118.38,23,23
34.22,-118.37,0,31
34.22,-118.37,1,31
34.22,-118.37,2,21
34.22,-118.37,3,25
34.22,-118.37,4,19
34.22,-118.37,5,22
34.22,-118.37,6,22
34.22,-118.37,7,20
34.22,-118.37,8,36
34.22,-118.37,9,41
34.22,-118.37,10,34
34.22,-118.37,11,40
34.22,-118.37,12,67
34.22,-118.37,13,44
34.22,-118.37,14,33
34.22,-118.37,15,42
34.22,-118.37,16,49
34.22,-118.37,17,56
34.22,-118.37,18,54
34.22,-118.37,19,45
34.22,-118.37,20,57
34.22,-118.37,21,40
34.22,-118.37,22,78
34.22,-118.37,23,38
34.22,-118.36,0,4
34.22,-118.36,1,6
34.22,-118.36,2,5
34.22,-118.36,3,4
34.22,-118.36,4,5
34.22,-118.36,5,2
34.22,-118.36,6,2
34.22,-118.36,7,4
34.22,-118.36,8,3
34.22,-118.36,9,6
34.22,-118.36,10,6
34.22,-118.36,11,7
34.22,-118.36,12,12
34.22,-118.36,13,11
34.22,-118.36,14,5
34.22,-118.36,15,10
34.22,-118.36,16,10
34.22,-118.36,17,11
34.22,-118.36,18,12
34.22,-118.36,19,13
34.22,-118.36,20,8
34.22,-118.36,21,12
34.22,-118.36,22,7
34.22,-118.36,23,6
34.22,-118.35000000000001,3,1
34.22,-118.35000000000001,7,1
34.22,-118.35000000000001,8,1
34.22,-118.35000000000001,9,4
34.22,-118.35000000000001,10,1
34.22,-118.35000000000001,11,1
34.22,-118.35000000000001,12,1
34.22,-118.35000000000001,13,2
34.22,-118.35000000000001,14,2
34.22,-118.35000000000001,15,1
34.22,-118.35000000000001,18,1
34.22,-118.35000000000001,19,1
34.22,-118.35000000000001,21,3
34.22,-118.35000000000001,22,2
34.22,-118.35000000000001,23,3
34.22,-118.34,6,1
34.22,-118.34,8,1
34.22,-118.34,10,1
34.22,-118.34,12,3
34.22,-118.34,13,1
34.22,-118.34,16,1
34.22,-118.34,18,1
34.22,-118.3,0,1
34.22,-118.3,6,1
34.22,-118.3,7,1
34.22,-118.3,8,1
34.22,-118.3,9,2
34.22,-118.3,10,1
34.22,-118.3,12,1
34.22,-118.3,15,1
34.22,-118.3,16,1
34.22,-118.3,17,1
34.22,-118.3,22,1
34.22,-118.3,23,1
34.230000000000004,-118.65,5,1
34.230000000000004,-118.64,8,1
34.230000000000004,-118.64,12,1
34.230000000000004,-118.63,0,2
34.230000000000004,-118.63,1,2
34.230000000000004,-118.63,2,2
34.230000000000004,-118.63,3,2
34.230000000000004,-118.63,5,1
34.230000000000004,-118.63,6,7
34.230000000000004,-118.63,7,1
34.230000000000004,-118.63,8,2
34.230000000000004,-118.63,9,1
34.230000000000004,-118.63,10,3
34.230000000000004,-118.63,11,2
34.230000000000004,-118.63,12,3
34.230000000000004,-118.63,14,1
34.230000000000004,-118.63,15,2
34.230000000000004,-118.63,16,1
34.230000000000004,-118.63,17,1
34.230000000000004,-118.63,18,4
34.230000000000004,-118.63,20,2
34.230000000000004,-118.63,21,1
34.230000000000004,-118.63,22,5
34.230000000000004,-118.63,23,2
34.230000000000004,-118.62,8,1
34.230000000000004,-118.62,17,1
34.230000000000004,-118.62,21,1
34.230000000000004,-118.61,0,21
34.230000000000004,-118.61,1,7
34.230000000000004,-118.61,2,12
34.230000000000004,-118.61,3,6
34.230000000000004,-118.61,4,7
34.230000000000004,-118.61,5,8
34.230000000000004,-118.61,6,24
34.230000000000004,-118.61,7,15
34.230000000000004,-118.61,8,14
34.230000000000004,-118.61,9,15
34.230000000000004,-118.61,10,21
34.230000000000004,-118.61,11,24
34.230000000000004,-118.61,12,46
34.230000000000004,-118.61,13,17
34.230000000000004,-118.61,14,25
34.230000000000004,-118.61,15,21
34.230000000000004,-118.61,16,26
34.230000000000004,-118.61,17,26
34.230000000000004,-118.61,18,22
34.230000000000004,-118.61,19,23
34.230000000000004,-118.61,20,26
34.230000000000004,-118.61,21,19
34.230000000000004,-118.61,22,12
34.230000000000004,-118.61,23,11
34.230000000000004,-118.60000000000001,0,8
34.230000000000004,-118.60000000000001,1,13
34.230000000000004,-118.60000000000001,2,16
34.230000000000004,-118.60000000000001,3,15
34.230000000000004,-118.60000000000001,4,19
34.230000000000004,-118.60000000000001,5,5
34.230000000000004,-118.60000000000001,6,13
34.230000000000004,-118.60000000000001,7,14
34.230000000000004,-118.60000000000001,8,19
34.230000000000004,-118.60000000000001,9,8
34.230000000000004,-118.60000000000001,10,12
34.230000000000004,-118.60000000000001,11,14
34.230000000000004,-118.60000000000001,12,46
34.230000000000004,-118.60000000000001,13,15
34.230000000000004,-118.60000000000001,14,14
34.230000000000004,-118.60000000000001,15,18
34.230000000000004,-118.60000000000001,16,21
34.230000000000004,-118.60000000000001,17,28
34.230000000000004,-118.60000000000001,18,20
34.230000000000004,-118.60000000000001,19,25
34.230000000000004,-118.60000000000001,20,14
34.230000000000004,-118.60000000000001,21,21
34.230000000000004,-118.60000000000001,22,7
34.230000000000004,-118.60000000000001,23,18
34.230000000000004,-118.59,0,30
34.230000000000004,-118.59,1,15
34.230000000000004,-118.59,2,25
34.230000000000004,-118.59,3,10
34.230000000000004,-118.59,4,11
34.230000000000004,-118.59,5,9
34.230000000000004,-118.59,6,16
34.230000000000004,-118.59,7,13
34.230000000000004,-118.59,8,26
34.230000000000004,-118.59,9,22
34.230000000000004,-118.59,10,16
34.230000000000004,-118.59,11,22
34.230000000000004,-118.59,12,45
34.230000000000004,-118.59,13,28
34.230000000000004,-118.59,14,37
34.230000000000004,-118.59,15,40
34.230000000000004,-118.59,16,23
34.230000000000004,-118.59,17,50
34.230000000000004,-118.59,18,32
34.230000000000004,-118.59,19,21
34.230000000000004,-118.59,20,39
34.230000000000004,-118.59,21,33
34.230000000000004,-118.59,22,31
34.230000000000004,-118.59,23,30
34.230000000000004,-118.58,0,16
34.230000000000004,-118.58,1,14
34.230000000000004,-118.58,2,10
34.230000000000004,-118.58,3,6
34.230000000000004,-118.58,4,4
34.230000000000004,-118.58,5,3
34.230000000000004,-118.58,6,11
34.230000000000004,-118.58,7,16
34.230000000000004,-118.58,8,10
34.230000000000004,-118.58,9,21
34.230000000000004,-118.58,10,14
34.230000000000004,-118.58,11,20
34.230000000000004,-118.58,12,43
34.230000000000004,-118.58,13,15
34.230000000000004,-118.58,14,13
34.230000000000004,-118.58,15,16
34.230000000000004,-118.58,16,21
34.230000000000004,-118.58,17,25
34.230000000000004,-118.58,18,17
34.230000000000004,-118.58,19,19
34.230000000000004,-118.58,20,15
34.230000000000004,-118.58,21,13
34.230000000000004,-118.58,22,13
34.230000000000004,-118.58,23,12
34.230000000000004,-118.57000000000001,0,26
34.230000000000004,-118.57000000000001,1,21
34.230000000000004,-118.57000000000001,2,18
34.230000000000004,-118.57000000000001,3,16
34.230000000000004,-118.57000000000001,4,14
34.230000000000004,-118.57000000000001,5,16
34.230000000000004,-118.57000000000001,6,20
34.230000000000004,-118.57000000000001,7,29
34.230000000000004,-118.57000000000001,8,50
34.230000000000004,-118.57000000000001,9,34
34.230000000000004,-118.57000000000001,10,37
34.230000000000004,-118.57000000000001,11,58
34.230000000000004,-118.57000000000001,12,70
34.230000000000004,-118.57000000000001,13,54
34.230000000000004,-118.57000000000001,14,68
34.230000000000004,-118.57000000000001,15,64
34.230000000000004,-118.57000000000001,16,79
34.230000000000004,-118.57000000000001,17,78
34.230000000000004,-118.57000000000001,18,63
34.230000000000004,-118.57000000000001,19,78
34.230000000000004,-118.57000000000001,20,79
34.230000000000004,-118.57000000000001,21,74
34.230000000000004,-118.57000000000001,22,32
34.230000000000004,-118.57000000000001,23,29
34.230000000000004,-118.56,0,24
34.230000000000004,-118.56,1,20
34.230000000000004,-118.56,2,17
34.230000000000004,-118.56,3,20
34.230000000000004,-118.56,4,11
34.230000000000004,-118.56,5,11
34.230000000000004,-118.56,6,11
34.230000000000004,-118.56,7,23
34.230000000000004,-118.56,8,54
34.230000000000004,-118.56,9,41
34.230000000000004,-118.56,10,42
34.230000000000004,-118.56,11,51
34.230000000000004,-118.56,12,97
34.230000000000004,-118.56,13,47
34.230000000000004,-118.56,14,74
34.230000000000004,-118.56,15,61
34.230000000000004,-118.56,16,70
34.230000000000004,-118.56,17,79
34.230000000000004,-118.56,18,82
34.230000000000004,-118.56,19,70
34.230000000000004,-118.56,20,64
34.230000000000004,-118.56,21,45
34.230000000000004,-118.56,22,34
34.230000000000004,-118.56,23,27
34.230000000000004,-118.55,0,15
34.230000000000004,-118.55,1,11
34.230000000000004,-118.55,2,7
34.230000000000004,-118.55,3,5
34.230000000000004,-118.55,4,12
34.230000000000004,-118.55,5,8
34.230000000000004,-118.55,6,11
34.230000000000004,-118.55,7,9
34.230000000000004,-118.55,8,15
34.230000000000004,-118.55,9,14
34.230000000000004,-118.55,10,8
34.230000000000004,-118.55,11,22
34.230000000000004,-118.55,12,33
34.230000000000004,-118.55,13,22
34.230000000000004,-118.55,14,18
34.230000000000004,-118.55,15,19
34.230000000000004,-118.55,16,21
34.230000000000004,-118.55,17,20
34.230000000000004,-118.55,18,24
34.230000000000004,-118.55,19,15
34.230000000000004,-118.55,20,17
34.230000000000004,-118.55,21,18
34.230000000000004,-118.55,22,13
34.230000000000004,-118.55,23,15
34.230000000000004,-118.54,0,40
34.230000000000004,-118.54,1,31
34.230000000000004,-118.54,2,39
34.230000000000004,-118.54,3,22
34.230000000000004,-118.54,4,23
34.230000000000004,-118.54,5,12
34.230000000000004,-118.54,6,23
34.230000000000004,-118.54,7,14
34.230000000000004,-118.54,8,42
34.230000000000004,-118.54,9,38
34.230000000000004,-118.54,10,53
34.230000000000004,-118.54,11,29
34.230000000000004,-118.54,12,74
34.230000000000004,-118.54,13,36
34.230000000000004,-118.54,14,48
34.230000000000004,-118.54,15,46
34.230000000000004,-118.54,16,46
34.230000000000004,-118.54,17,53
34.230000000000004,-118.54,18,55
34.230000000000004,-118.54,19,55
34.230000000000004,-118.54,20,53
34.230000000000004,-118.54,21,60
34.230000000000004,-118.54,22,54
34.230000000000004,-118.54,23,43
34.230000000000004,-118.53,0,8
34.230000000000004,-118.53,1,7
34.230000000000004,-118.53,2,11
34.230000000000004,-118.53,3,11
34.230000000000004,-118.53,4,5
34.230000000000004,-118.53,5,6
34.230000000000004,-118.53,6,6
34.230000000000004,-118.53,7,7
34.230000000000004,-118.53,8,9
34.230000000000004,-118.53,9,11
34.230000000000004,-118.53,10,13
34.230000000000004,-118.53,11,15
34.230000000000004,-118.53,12,22
34.230000000000004,-118.53,13,11
34.230000000000004,-118.53,14,13
34.230000000000004,-118.53,15,9
34.230000000000004,-118.53,16,12
34.230000000000004,-118.53,17,11
34.230000000000004,-118.53,18,16
34.230000000000004,-118.53,19,10
34.230000000000004,-118.53,20,12
34.230000000000004,-118.53,21,17
34.230000000000004,-118.53,22,11
34.230000000000004,-118.53,23,4
34.230000000000004,-118.52,0,12
34.230000000000004,-118.52,1,3
34.230000000000004,-118.52,2,5
34.230000000000004,-118.52,3,5
34.230000000000004,-118.52,4,5
34.230000000000004,-118.52,5,4
34.230000000000004,-118.52,6,12
34.230000000000004,-118.52,7,9
34.230000000000004,-118.52,8,27
34.230000000000004,-118.52,9,22
34.230000000000004,-118.52,10,27
34.230000000000004,-118.52,11,32
34.230000000000004,-118.52,12,25
34.230000000000004,-118.52,13,38
34.230000000000004,-118.52,14,36
34.230000000000004,-118.52,15,60
34.230000000000004,-118.52,16,45
34.230000000000004,-118.52,17,41
34.230000000000004,-118.52,18,51
34.230000000000004,-118.52,19,52
34.230000000000004,-118.52,20,45
34.230000000000004,-118.52,21,51
34.230000000000004,-118.52,22,12
34.230000000000004,-118.52,23,11
34.230000000000004,-118.51,0,5
34.230000000000004,-118.51,1,9
34.230000000000004,-118.51,2,10
34.230000000000004,-118.51,3,14
34.230000000000004,-118.51,4,13
34.230000000000004,-118.51,5,6
34.230000000000004,-118.51,6,10
34.230000000000004,-118.51,7,4
34.230000000000004,-118.51,8,11
34.230000000000004,-118.51,9,8
34.230000000000004,-118.51,10,16
34.230000000000004,-118.51,11,16
34.230000000000004,-118.51,12,22
34.230000000000004,-118.51,13,26
34.230000000000004,-118.51,14,25
34.230000000000004,-118.51,15,28
34.230000000000004,-118.51,16,20
34.230000000000004,-118.51,17,17
34.230000000000004,-118.51,18,10
34.230000000000004,-118.51,19,11
34.230000000000004,-118.51,20,30
34.230000000000004,-118.51,21,18
34.230000000000004,-118.51,22,16
34.230000000000004,-118.51,23,10
34.230000000000004,-118.5,0,9
34.230000000000004,-118.5,1,6
34.230000000000004,-118.5,2,5
34.230000000000004,-118.5,3,8
34.230000000000004,-118.5,4,4
34.230000000000004,-118.5,5,7
34.230000000000004,-118.5,6,12
34.230000000000004,-118.5,7,8
34.230000000000004,-118.5,8,13
34.230000000000004,-118.5,9,9
34.230000000000004,-118.5,10,10
34.230000000000004,-118.5,11,16
34.230000000000004,-118.5,12,34
34.230000000000004,-118.5,13,15
34.230000000000004,-118.5,14,11
34.230000000000004,-118.5,15,18
34.230000000000004,-118.5,16,19
34.230000000000004,-118.5,17,10
34.230000000000004,-118.5,18,15
34.230000000000004,-118.5,19,11
34.230000000000004,-118.5,20,16
34.230000000000004,-118.5,21,25
34.230000000000004,-118.5,22,16
34.230000000000004,-118.5,23,11
34.230000000000004,-118.49000000000001,0,34
34.230000000000004,-118.49000000000001,1,14
34.230000000000004,-118.49000000000001,2,17
34.230000000000004,-118.49000000000001,3,9
34.230000000000004,-118.49000000000001,4,11
34.230000000000004,-118.49000000000001,5,8
34.230000000000004,-118.49000000000001,6,9
34.230000000000004,-118.49000000000001,7,9
34.230000000000004,-118.49000000000001,8,22
34.230000000000004,-118.49000000000001,9,22
34.230000000000004,-118.49000000000001,10,14
34.230000000000004,-118.49000000000001,11,20
34.230000000000004,-118.49000000000001,12,34
34.230000000000004,-118.49000000000001,13,20
34.230000000000004,-118.49000000000001,14,19
34.230000000000004,-118.49000000000001,15,18
34.230000000000004,-118.49000000000001,16,27
34.230000000000004,-118.49000000000001,17,19
34.230000000000004,-118.49000000000001,18,29
34.230000000000004,-118.49000000000001,19,18
34.230000000000004,-118.49000000000001,20,26
34.230000000000004,-118.49000000000001,21,23
34.230000000000004,-118.49000000000001,22,20
34.230000000000004,-118.49000000000001,23,12
34.230000000000004,-118.48,0,33
34.230000000000004,-118.48,1,27
34.230000000000004,-118.48,2,17
34.230000000000004,-118.48,3,23
34.230000000000004,-118.48,4,19
34.230000000000004,-118.48,5,17
34.230000000000004,-118.48,6,20
34.230000000000004,-118.48,7,19
34.230000000000004,-118.48,8,38
34.230000000000004,-118.48,9,27
34.230000000000004,-118.48,10,28
34.230000000000004,-118.48,11,25
34.230000000000004,-118.48,12,67
34.230000000000004,-118.48,13,32
34.230000000000004,-118.48,14,25
34.230000000000004,-118.48,15,47
34.230000000000004,-118.48,16,45
34.230000000000004,-118.48,17,39
34.230000000000004,-118.48,18,50
34.230000000000004,-118.48,19,48
34.230000000000004,-118.48,20,50
34.230000000000004,-118.48,21,50
34.230000000000004,-118.48,22,30
34.230000000000004,-118.48,23,36
34.230000000000004,-118.47,0,86
34.230000000000004,-118.47,1,58
34.230000000000004,-118.47,2,54
34.230000000000004,-118.47,3,40
34.230000000000004,-118.47,4,38
34.230000000000004,-118.47,5,35
34.230000000000004,-118.47,6,53
34.230000000000004,-118.47,7,68
34.230000000000004,-118.47,8,59
34.230000000000004,-118.47,9,65
34.230000000000004,-118.47,10,86
34.230000000000004,-118.47,11,84
34.230000000000004,-118.47,12,161
34.230000000000004,-118.47,13,118
34.230000000000004,-118.47,14,117
34.230000000000004,-118.47,15,107
34.230000000000004,-118.47,16,150
34.230000000000004,-118.47,17,140
34.230000000000004,-118.47,18,143
34.230000000000004,-118.47,19,128
34.230000000000004,-118.47,20,145
34.230000000000004,-118.47,21,123
34.230000000000004,-118.47,22,114
34.230000000000004,-118.47,23,86
34.230000000000004,-118.46000000000001,0,101
34.230000000000004,-118.46000000000001,1,63
34.230000000000004,-118.46000000000001,2,52
34.230000000000004,-118.46000000000001,3,45
34.230000000000004,-118.46000000000001,4,41
34.230000000000004,-118.46000000000001,5,30
34.230000000000004,-118.46000000000001,6,79
34.230000000000004,-118.46000000000001,7,56
34.230000000000004,-118.46000000000001,8,87
34.230000000000004,-118.46000000000001,9,61
34.230000000000004,-118.46000000000001,10,69
34.230000000000004,-118.46000000000001,11,89
34.230000000000004,-118.46000000000001,12,135
34.230000000000004,-118.46000000000001,13,71
34.230000000000004,-118.46000000000001,14,90
34.230000000000004,-118.46000000000001,15,93
34.230000000000004,-118.46000000000001,16,102
34.230000000000004,-118.46000000000001,17,130
34.230000000000004,-118.46000000000001,18,120
34.230000000000004,-118.46000000000001,19,108
34.230000000000004,-118.46000000000001,20,116
34.230000000000004,-118.46000000000001,21,110
34.230000000000004,-118.46000000000001,22,121
34.230000000000004,-118.46000000000001,23,105
34.230000000000004,-118.45,0,32
34.230000000000004,-118.45,1,24
34.230000000000004,-118.45,2,23
34.230000000000004,-118.45,3,20
34.230000000000004,-118.45,4,16
34.230000000000004,-118.45,5,22
34.230000000000004,-118.45,6,17
34.230000000000004,-118.45,7,35
34.230000000000004,-118.45,8,29
34.230000000000004,-118.45,9,43
34.230000000000004,-118.45,10,52
34.230000000000004,-118.45,11,43
34.230000000000004,-118.45,12,77
34.230000000000004,-118.45,13,41
34.230000000000004,-118.45,14,76
34.230000000000004,-118.45,15,65
34.230000000000004,-118.45,16,64
34.230000000000004,-118.45,17,65
34.230000000000004,-118.45,18,85
34.230000000000004,-118.45,19,94
34.230000000000004,-118.45,20,67
34.230000000000004,-118.45,21,63
34.230000000000004,-118.45,22,62
34.230000000000004,-118.45,23,34
34.230000000000004,-118.44,0,22
34.230000000000004,-118.44,1,25
34.230000000000004,-118.44,2,11
34.230000000000004,-118.44,3,7
34.230000000000004,-118.44,4,15
34.230000000000004,-118.44,5,9
34.230000000000004,-118.44,6,6
34.230000000000004,-118.44,7,11
34.230000000000004,-118.44,8,22
34.230000000000004,-118.44,9,9
34.230000000000004,-118.44,10,10
34.230000000000004,-118.44,11,14
34.230000000000004,-118.44,12,32
34.230000000000004,-118.44,13,18
34.230000000000004,-118.44,14,15
34.230000000000004,-118.44,15,27
34.230000000000004,-118.44,16,16
34.230000000000004,-118.44,17,34
34.230000000000004,-118.44,18,35
34.230000000000004,-118.44,19,32
34.230000000000004,-118.44,20,24
34.230000000000004,-118.44,21,26
34.230000000000004,-118.44,22,25
34.230000000000004,-118.44,23,25
34.230000000000004,-118.43,0,13
34.230000000000004,-118.43,1,18
34.230000000000004,-118.43,2,10
34.230000000000004,-118.43,3,8
34.230000000000004,-118.43,4,15
34.230000000000004,-118.43,5,13
34.230000000000004,-118.43,6,2
34.230000000000004,-118.43,7,10
34.230000000000004,-118.43,8,12
34.230000000000004,-118.43,9,16
34.230000000000004,-118.43,10,16
34.230000000000004,-118.43,11,13
34.230000000000004,-118.43,12,25
34.230000000000004,-118.43,13,30
34.230000000000004,-118.43,14,14
34.230000000000004,-118.43,15,20
34.230000000000004,-118.43,16,17
34.230000000000004,-118.43,17,29
34.230000000000004,-118.43,18,25
34.230000000000004,-118.43,19,21
34.230000000000004,-118.43,20,34
34.230000000000004,-118.43,21,13
34.230000000000004,-118.43,22,26
34.230000000000004,-118.43,23,12
34.230000000000004,-118.42,0,22
34.230000000000004,-118.42,1,7
34.230000000000004,-118.42,2,5
34.230000000000004,-118.42,3,14
34.230000000000004,-118.42,4,9
34.230000000000004,-118.42,5,11
34.230000000000004,-118.42,6,8
34.230000000000004,-118.42,7,7
34.230000000000004,-118.42,8,20
34.230000000000004,-118.42,9,21
34.230000000000004,-118.42,10,14
34.230000000000004,-118.42,11,9
34.230000000000004,-118.42,12,32
34.230000000000004,-118.42,13,19
34.230000000000004,-118.42,14,13
34.230000000000004,-118.42,15,22
34.230000000000004,-118.42,16,19
34.230000000000004,-118.42,17,17
34.230000000000004,-118.42,18,26
34.230000000000004,-118.42,19,26
34.230000000000004,-118.42,20,19
34.230000000000004,-118.42,21,10
34.230000000000004,-118.42,22,23
34.230000000000004,-118.42,23,21
34.230000000000004,-118.41,0,12
34.230000000000004,-118.41,1,13
34.230000000000004,-118.41,2,10
34.230000000000004,-118.41,3,6
34.230000000000004,-118.41,4,13
34.230000000000004,-118.41,5,7
34.230000000000004,-118.41,6,6
34.230000000000004,-118.41,7,12
34.230000000000004,-118.41,8,22
34.230000000000004,-118.41,9,16
34.230000000000004,-118.41,10,16
34.230000000000004,-118.41,11,17
34.230000000000004,-118.41,12,30
34.230000000000004,-118.41,13,16
34.230000000000004,-118.41,14,21
34.230000000000004,-118.41,15,24
34.230000000000004,-118.41,16,15
34.230000000000004,-118.41,17,20
34.230000000000004,-118.41,18,35
34.230000000000004,-118.41,19,14
34.230000000000004,-118.41,20,31
34.230000000000004,-118.41,21,23
34.230000000000004,-118.41,22,35
34.230000000000004,-118.41,23,22
34.230000000000004,-118.4,0,32
34.230000000000004,-118.4,1,26
34.230000000000004,-118.4,2,9
34.230000000000004,-118.4,3,21
34.230000000000004,-118.4,4,17
34.230000000000004,-118.4,5,8
34.230000000000004,-118.4,6,24
34.230000000000004,-118.4,7,15
34.230000000000004,-118.4,8,32
34.230000000000004,-118.4,9,23
34.230000000000004,-118.4,10,26
34.230000000000004,-118.4,11,29
34.230000000000004,-118.4,12,68
34.230000000000004,-118.4,13,32
34.230000000000004,-118.4,14,24
34.230000000000004,-118.4,15,38
34.230000000000004,-118.4,16,36
34.230000000000004,-118.4,17,40
34.230000000000004,-118.4,18,39
34.230000000000004,-118.4,19,52
34.230000000000004,-118.4,20,45
34.230000000000004,-118.4,21,43
34.230000000000004,-118.4,22,45
34.230000000000004,-118.4,23,38
34.230000000000004,-118.39,0,6
34.230000000000004,-118.39,1,3
34.230000000000004,-118.39,2,4
34.230000000000004,-118.39,3,4
34.230000000000004,-118.39,4,5
34.230000000000004,-118.39,5,2
34.230000000000004,-118.39,6,4
34.230000000000004,-118.39,7,1
34.230000000000004,-118.39,8,7
34.230000000000004,-118.39,9,5
34.230000000000004,-118.39,10,4
34.230000000000004,-118.39,11,10
34.230000000000004,-118.39,12,11
34.230000000000004,-118.39,13,13
34.230000000000004,-118.39,14,6
34.230000000000004,-118.39,15,5
34.230000000000004,-118.39,16,7
34.230000000000004,-118.39,17,10
34.230000000000004,-118.39,18,7
34.230000000000004,-118.39,19,12
34.230000000000004,-118.39,20,7
34.230000000000004,-118.39,21,3
34.230000000000004,-118.39,22,9
34.230000000000004,-118.39,23,7
34.230000000000004,-118.38,0,24
34.230000000000004,-118.38,1,8
34.230000000000004,-118.38,2,11
34.230000000000004,-118.38,3,13
34.230000000000004,-118.38,4,12
34.230000000000004,-118.38,5,6
34.230000000000004,-118.38,6,20
34.230000000000004,-118.38,7,19
34.230000000000004,-118.38,8,23
34.230000000000004,-118.38,9,16
34.230000000000004,-118.38,10,21
34.230000000000004,-118.38,11,32
34.230000000000004,-118.38,12,39
34.230000000000004,-118.38,13,19
34.230000000000004,-118.38,14,29
34.230000000000004,-118.38,15,31
34.230000000000004,-118.38,16,23
34.230000000000004,-118.38,17,27
34.230000000000004,-118.38,18,25
34.230000000000004,-118.38,19,16
34.230000000000004,-118.38,20,10
34.230000000000004,-118.38,21,10
34.230000000000004,-118.38,22,14
34.230000000000004,-118.38,23,22
34.230000000000004,-118.37,0,17
34.230000000000004,-118.37,1,9
34.230000000000004,-118.37,2,10
34.230000000000004,-118.37,3,12
34.230000000000004,-118.37,4,6
34.230000000000004,-118.37,5,6
34.230000000000004,-118.37,6,13
34.230000000000004,-118.37,7,14
34.230000000000004,-118.37,8,15
34.230000000000004,-118.37,9,24
34.230000000000004,-118.37,10,17
34.230000000000004,-118.37,11,20
34.230000000000004,-118.37,12,41
34.230000000000004,-118.37,13,25
34.230000000000004,-118.37,14,25
34.230000000000004,-118.37,15,20
34.230000000000004,-118.37,16,18
34.230000000000004,-118.37,17,31
34.230000000000004,-118.37,18,27
34.230000000000004,-118.37,19,21
34.230000000000004,-118.37,20,32
34.230000000000004,-118.37,21,25
34.230000000000004,-118.37,22,20
34.230000000000004,-118.37,23,12
34.230000000000004,-118.36,0,1
34.230000000000004,-118.36,2,1
34.230000000000004,-118.36,3,1
34.230000000000004,-118.36,4,1
34.230000000000004,-118.36,5,3
34.230000000000004,-118.36,7,6
34.230000000000004,-118.36,8,2
34.230000000000004,-118.36,9,1
34.230000000000004,-118.36,10,3
34.230000000000004,-118.36,11,4
34.230000000000004,-118.36,12,1
34.230000000000004,-118.36,13,2
34.230000000000004,-118.36,14,2
34.230000000000004,-118.36,15,7
34.230000000000004,-118.36,16,2
34.230000000000004,-118.36,17,4
34.230000000000004,-118.36,18,2
34.230000000000004,-118.36,19,3
34.230000000000004,-118.36,21,2
34.230000000000004,-118.36,22,2
34.230000000000004,-118.35000000000001,0,2
34.230000000000004,-118.35000000000001,1,1
34.230000000000004,-118.35000000000001,5,1
34.230000000000004,-118.35000000000001,6,1
34.230000000000004,-118.35000000000001,7,2
